Mission ID,Launch_Year,Launch_Month,Launch_Day,Country,Agency,Rocket,Launch_Site,Payload_kg,Launch_Cost_USD,Fuel_Used_Tons,Mission_Duration_Days,Delay_Days,Crew_Size,Weather,Orbit_Type,Satellite_Type,Mission_Status,Failure_Reason,Revenue_USD
4234,2008,12,4,China,JAXA,GSLV Mk III,Satish Dhawan Space Centre,36630,359000000,857,81,11,1,Rain,Sun-Synchronous,Military,Success,No Failure,496000000
4235,2005,10,28,China,NASA,Falcon Heavy,Jiuquan Satellite Launch Center,36758,98000000,945,330,12,2,Storm,Polar,Weather,Success,No Failure,189000000
4236,2004,9,23,UAE,ISRO,Falcon Heavy,Tanegashima Space Center,31191,428000000,597,107,4,6,Clear,Sun-Synchronous,Navigation,Success,No Failure,459000000
4237,2011,3,22,Japan,JAXA,H-IIA,Guiana Space Centre,25032,385000000,664,136,10,5,Clear,MEO,Navigation,Success,No Failure,438000000
4238,2024,9,23,Russia,Roscosmos,GSLV Mk III,Baikonur Cosmodrome,38435,20000000,996,14,6,3,Rain,LEO,Communication,Success,No Failure,137000000
4239,2010,4,21,India,JAXA,Soyuz,Satish Dhawan Space Centre,3678,420000000,864,31,7,1,Cloudy,MEO,Military,Success,No Failure,527000000
4240,2024,9,11,Japan,CNSA,Long March 5,Satish Dhawan Space Centre,24315,355000000,147,179,11,0,Cloudy,Polar,Communication,Success,No Failure,491000000
4241,2000,9,16,Japan,JAXA,H-IIA,Tanegashima Space Center,20208,248000000,194,94,4,2,Rain,Sun-Synchronous,Weather,Success,No Failure,318000000
4242,2010,5,8,China,JAXA,Starship,Tanegashima Space Center,26638,232000000,843,82,11,3,Cloudy,Sun-Synchronous,Navigation,Success,No Failure,344000000
4243,2018,4,21,UAE,JAXA,Long March 5,Tanegashima Space Center,18428,302000000,998,180,8,0,Clear,MEO,Communication,Success,No Failure,438000000
4244,2008,3,23,USA,SpaceX,Ariane 6,Tanegashima Space Center,22735,267000000,176,249,11,0,Clear,Polar,Navigation,Success,No Failure,348000000
4245,2001,11,5,India,NASA,GSLV Mk III,Baikonur Cosmodrome,44689,138000000,353,241,10,4,Cloudy,MEO,Communication,Success,No Failure,193000000
4246,2011,10,15,USA,CNSA,Soyuz,Tanegashima Space Center,25601,398000000,844,165,2,3,Storm,GEO,Communication,Success,No Failure,433000000
4247,2003,4,11,France,Roscosmos,Falcon Heavy,Satish Dhawan Space Centre,30090,246000000,863,286,12,4,Rain,Polar,Navigation,Success,No Failure,386000000
4248,2003,6,12,France,SpaceX,Falcon 9,Satish Dhawan Space Centre,39440,43000000,628,30,11,6,Storm,Polar,Weather,Success,No Failure,141000000
4249,2017,8,27,India,NASA,Starship,Jiuquan Satellite Launch Center,21517,209000000,428,356,7,7,Rain,LEO,Scientific,Success,No Failure,401000000
4250,2014,12,22,UAE,ESA,H-IIA,Guiana Space Centre,10441,327000000,196,304,10,2,Cloudy,GEO,Scientific,Success,No Failure,501000000
4251,2018,3,24,Russia,Roscosmos,H-IIA,Satish Dhawan Space Centre,25916,326000000,889,167,8,7,Storm,Sun-Synchronous,Military,Success,No Failure,382000000
4252,2012,10,3,France,NASA,Long March 5,Satish Dhawan Space Centre,19149,469000000,130,283,6,6,Cloudy,MEO,Scientific,Success,No Failure,526000000
4253,2018,9,15,China,SpaceX,H-IIA,Baikonur Cosmodrome,46148,76000000,814,202,4,3,Cloudy,Sun-Synchronous,Navigation,Success,No Failure,249000000
4254,2016,11,16,Russia,SpaceX,Soyuz,Jiuquan Satellite Launch Center,9404,330000000,291,94,8,4,Rain,Polar,Military,Success,No Failure,354000000
4255,2005,6,26,Japan,ESA,Ariane 6,Satish Dhawan Space Centre,41526,328000000,626,15,10,6,Rain,MEO,Scientific,Success,No Failure,472000000
4256,2015,4,27,France,Roscosmos,Starship,Kennedy Space Center,25836,108000000,632,300,13,6,Rain,Sun-Synchronous,Scientific,Success,No Failure,276000000
4257,2023,3,15,China,Roscosmos,Ariane 6,Satish Dhawan Space Centre,5760,294000000,597,48,12,2,Cloudy,MEO,Communication,Success,No Failure,492000000
4258,2011,5,7,Japan,CNSA,Falcon 9,Guiana Space Centre,14157,128000000,116,151,7,1,Storm,Sun-Synchronous,Communication,Failure,Software Bug,311000000
4259,2018,8,17,Russia,NASA,Falcon 9,Guiana Space Centre,37459,160000000,644,114,11,0,Rain,MEO,Scientific,Success,No Failure,184000000
4260,2004,7,5,India,CNSA,H-IIA,Jiuquan Satellite Launch Center,29579,304000000,731,14,7,2,Rain,Sun-Synchronous,Military,Success,No Failure,454000000
4261,2016,7,8,Japan,SpaceX,Falcon 9,Jiuquan Satellite Launch Center,11881,499000000,524,310,5,6,Clear,Sun-Synchronous,Navigation,Success,No Failure,658000000
4262,2025,11,9,USA,SpaceX,Long March 5,Tanegashima Space Center,16556,409000000,628,348,1,3,Cloudy,MEO,Scientific,Success,No Failure,596000000
4263,2022,7,1,India,JAXA,Ariane 6,Baikonur Cosmodrome,21783,395000000,659,171,3,0,Clear,LEO,Navigation,Success,No Failure,584000000
4264,2025,5,3,India,ESA,GSLV Mk III,Guiana Space Centre,1967,476000000,886,61,14,0,Rain,MEO,Military,Success,No Failure,669000000
4265,2000,8,1,Russia,ESA,H-IIA,Kennedy Space Center,21736,263000000,482,18,11,2,Clear,Sun-Synchronous,Weather,Success,No Failure,444000000
4266,2024,8,16,Russia,Roscosmos,Starship,Kennedy Space Center,6601,404000000,854,230,0,1,Storm,GEO,Military,Success,No Failure,500000000
4267,2023,11,28,China,CNSA,GSLV Mk III,Tanegashima Space Center,8047,427000000,811,86,11,2,Storm,Polar,Weather,Success,No Failure,456000000
4268,2022,9,25,China,SpaceX,Ariane 6,Baikonur Cosmodrome,3260,93000000,351,201,9,5,Clear,LEO,Communication,Success,No Failure,185000000
4269,2009,4,11,USA,JAXA,Falcon 9,Baikonur Cosmodrome,39689,374000000,769,146,4,4,Storm,MEO,Navigation,Failure,Fuel Leak,429000000
4270,2014,4,26,India,NASA,Soyuz,Jiuquan Satellite Launch Center,13148,281000000,873,57,12,4,Cloudy,Polar,Communication,Success,No Failure,338000000
4271,2022,6,24,UAE,JAXA,Falcon 9,Satish Dhawan Space Centre,34661,195000000,424,85,13,5,Clear,LEO,Navigation,Success,No Failure,362000000
4272,2020,12,27,USA,ISRO,GSLV Mk III,Kennedy Space Center,36961,423000000,624,271,9,4,Cloudy,GEO,Military,Success,No Failure,474000000
4273,2020,7,4,USA,NASA,Falcon 9,Kennedy Space Center,45767,249000000,127,201,0,7,Storm,Polar,Scientific,Success,No Failure,299000000
4274,2010,11,2,UAE,ESA,Ariane 6,Kennedy Space Center,22262,95000000,79,106,5,5,Clear,MEO,Scientific,Success,No Failure,207000000
4275,2012,9,4,UAE,NASA,Falcon 9,Kennedy Space Center,18583,342000000,401,314,9,3,Clear,GEO,Weather,Success,No Failure,381000000
4276,2004,4,10,UAE,SpaceX,GSLV Mk III,Guiana Space Centre,18004,202000000,812,130,7,6,Rain,MEO,Scientific,Success,No Failure,336000000
4277,2000,2,18,Russia,CNSA,GSLV Mk III,Baikonur Cosmodrome,38597,293000000,880,14,12,2,Cloudy,Polar,Navigation,Success,No Failure,326000000
4278,2023,7,26,USA,JAXA,Ariane 6,Satish Dhawan Space Centre,13565,296000000,164,21,13,7,Rain,MEO,Scientific,Success,No Failure,406000000
4279,2011,7,17,USA,Roscosmos,H-IIA,Guiana Space Centre,49239,246000000,926,45,9,0,Rain,GEO,Communication,Success,No Failure,395000000
4280,2010,5,13,Japan,CNSA,H-IIA,Baikonur Cosmodrome,47624,467000000,381,34,0,3,Storm,GEO,Scientific,Success,No Failure,520000000
4281,2016,8,8,UAE,ISRO,Soyuz,Tanegashima Space Center,17612,184000000,554,71,5,4,Cloudy,Polar,Communication,Success,No Failure,246000000
4282,2003,11,12,UAE,Roscosmos,GSLV Mk III,Kennedy Space Center,12196,294000000,780,252,11,3,Cloudy,Polar,Weather,Success,No Failure,448000000
4283,2014,9,10,China,ISRO,Ariane 6,Satish Dhawan Space Centre,17499,236000000,203,335,3,7,Storm,Sun-Synchronous,Weather,Success,No Failure,324000000
4284,2024,6,1,China,ISRO,H-IIA,Baikonur Cosmodrome,33638,331000000,782,231,14,0,Storm,GEO,Military,Failure,Engine Failure,493000000
4285,2008,7,11,India,SpaceX,H-IIA,Tanegashima Space Center,40035,209000000,584,12,12,3,Cloudy,Sun-Synchronous,Military,Success,No Failure,230000000
4286,2020,9,15,China,SpaceX,Soyuz,Kennedy Space Center,22222,37000000,418,123,14,1,Storm,MEO,Military,Success,No Failure,124000000
4287,2019,12,27,France,ESA,Falcon Heavy,Tanegashima Space Center,30699,251000000,775,263,8,4,Cloudy,Polar,Communication,Success,No Failure,344000000
4288,2018,8,18,India,ESA,Ariane 6,Tanegashima Space Center,29932,433000000,709,69,11,6,Storm,LEO,Military,Success,No Failure,488000000
4289,2018,6,10,UAE,ISRO,Falcon Heavy,Guiana Space Centre,9639,203000000,407,111,7,6,Rain,MEO,Weather,Success,No Failure,261000000
4290,2011,2,17,Japan,CNSA,GSLV Mk III,Tanegashima Space Center,42915,125000000,351,359,11,7,Storm,Sun-Synchronous,Scientific,Success,No Failure,179000000
4291,2004,2,20,China,ESA,H-IIA,Guiana Space Centre,23215,262000000,769,246,3,2,Clear,GEO,Communication,Success,No Failure,386000000
4292,2009,4,18,Japan,SpaceX,Falcon 9,Jiuquan Satellite Launch Center,27624,445000000,720,98,10,5,Storm,Polar,Military,Success,No Failure,619000000
4293,2016,11,18,China,ESA,Starship,Guiana Space Centre,23903,72000000,500,281,11,6,Clear,Polar,Military,Success,No Failure,108000000
4294,2004,7,12,China,ISRO,Falcon 9,Tanegashima Space Center,2922,245000000,966,322,10,6,Cloudy,MEO,Weather,Success,No Failure,284000000
4295,2021,4,17,Japan,JAXA,GSLV Mk III,Baikonur Cosmodrome,40858,221000000,356,307,1,4,Rain,MEO,Scientific,Success,No Failure,383000000
4296,2015,8,21,USA,Roscosmos,Soyuz,Tanegashima Space Center,13955,105000000,728,201,12,7,Storm,Polar,Navigation,Success,No Failure,206000000
4297,2006,6,10,USA,CNSA,Ariane 6,Tanegashima Space Center,28687,69000000,112,162,12,6,Cloudy,Sun-Synchronous,Scientific,Success,No Failure,159000000
4298,2008,3,11,USA,CNSA,Falcon 9,Baikonur Cosmodrome,27622,402000000,886,160,5,7,Clear,GEO,Military,Success,No Failure,437000000
4299,2002,1,21,France,NASA,Falcon Heavy,Kennedy Space Center,47609,279000000,325,140,13,4,Rain,Polar,Military,Success,No Failure,335000000
4300,2014,9,13,USA,ESA,H-IIA,Satish Dhawan Space Centre,10032,338000000,560,253,2,2,Cloudy,Polar,Scientific,Success,No Failure,386000000
4301,2015,1,17,China,CNSA,Long March 5,Jiuquan Satellite Launch Center,14041,214000000,936,303,0,2,Cloudy,MEO,Scientific,Success,No Failure,307000000
4302,2017,8,16,UAE,JAXA,H-IIA,Kennedy Space Center,15981,388000000,584,166,13,0,Cloudy,GEO,Weather,Success,No Failure,533000000
4303,2013,11,3,Russia,JAXA,GSLV Mk III,Tanegashima Space Center,42978,267000000,785,249,13,0,Cloudy,Polar,Navigation,Failure,Fuel Leak,395000000
4304,2002,3,12,Japan,SpaceX,H-IIA,Kennedy Space Center,39093,75000000,987,266,10,6,Storm,MEO,Communication,Success,No Failure,240000000
4305,2011,5,9,UAE,Roscosmos,Falcon 9,Satish Dhawan Space Centre,7260,196000000,762,355,6,1,Cloudy,LEO,Communication,Success,No Failure,348000000
4306,2008,6,17,Russia,SpaceX,Long March 5,Kennedy Space Center,43419,495000000,436,41,3,3,Cloudy,Polar,Navigation,Success,No Failure,595000000
4307,2006,6,26,UAE,ESA,Falcon 9,Satish Dhawan Space Centre,42170,169000000,844,55,13,3,Storm,LEO,Weather,Success,No Failure,332000000
4308,2008,9,21,France,ISRO,Soyuz,Kennedy Space Center,21454,415000000,908,229,14,3,Clear,GEO,Scientific,Success,No Failure,477000000
4309,2012,4,21,Russia,JAXA,Soyuz,Guiana Space Centre,33841,452000000,507,224,8,5,Rain,GEO,Military,Success,No Failure,604000000
4310,2017,6,14,India,JAXA,Soyuz,Tanegashima Space Center,27919,32000000,897,248,14,7,Rain,Polar,Navigation,Success,No Failure,224000000
4311,2004,3,12,USA,NASA,Long March 5,Satish Dhawan Space Centre,23619,380000000,457,199,12,4,Storm,Sun-Synchronous,Weather,Failure,Weather,530000000
4312,2012,6,4,France,NASA,Starship,Jiuquan Satellite Launch Center,2722,308000000,776,115,9,4,Storm,MEO,Navigation,Success,No Failure,337000000
4313,2003,10,22,UAE,JAXA,Long March 5,Tanegashima Space Center,29863,450000000,826,253,9,2,Clear,MEO,Military,Success,No Failure,548000000
4314,2001,1,8,China,Roscosmos,GSLV Mk III,Guiana Space Centre,26773,83000000,435,202,10,5,Rain,Sun-Synchronous,Communication,Success,No Failure,203000000
4315,2015,12,9,USA,CNSA,GSLV Mk III,Kennedy Space Center,1287,358000000,439,43,13,1,Storm,LEO,Scientific,Success,No Failure,452000000
4316,2008,9,23,USA,CNSA,Falcon Heavy,Tanegashima Space Center,28865,124000000,278,166,10,6,Cloudy,GEO,Weather,Success,No Failure,141000000
4317,2008,4,17,Russia,JAXA,Falcon Heavy,Kennedy Space Center,37935,420000000,276,155,10,1,Storm,Polar,Communication,Success,No Failure,446000000
4318,2005,11,16,India,CNSA,GSLV Mk III,Kennedy Space Center,25662,258000000,376,288,2,3,Rain,MEO,Military,Success,No Failure,367000000
4319,2010,10,19,USA,NASA,Falcon 9,Tanegashima Space Center,11857,53000000,384,115,14,2,Clear,MEO,Navigation,Success,No Failure,96000000
4320,2021,8,14,UAE,ISRO,GSLV Mk III,Satish Dhawan Space Centre,46069,343000000,326,327,12,3,Clear,Polar,Weather,Success,No Failure,460000000
4321,2023,9,2,UAE,CNSA,Ariane 6,Satish Dhawan Space Centre,27777,58000000,279,176,11,7,Cloudy,Polar,Weather,Success,No Failure,115000000
4322,2021,8,28,Japan,SpaceX,Starship,Tanegashima Space Center,39339,475000000,917,282,12,6,Cloudy,MEO,Communication,Success,No Failure,608000000
4323,2000,5,25,Japan,JAXA,Falcon Heavy,Satish Dhawan Space Centre,49616,244000000,776,58,9,4,Rain,MEO,Communication,Success,No Failure,391000000
4324,2003,7,9,USA,CNSA,Falcon Heavy,Baikonur Cosmodrome,20920,148000000,206,332,14,2,Cloudy,MEO,Military,Success,No Failure,232000000
4325,2012,4,10,Russia,ISRO,Ariane 6,Kennedy Space Center,34977,152000000,62,182,9,5,Rain,Polar,Communication,Success,No Failure,190000000
4326,2022,5,20,Russia,JAXA,H-IIA,Tanegashima Space Center,49529,499000000,552,114,14,3,Rain,LEO,Weather,Failure,Navigation Error,652000000
4327,2012,7,5,China,Roscosmos,Ariane 6,Jiuquan Satellite Launch Center,12667,59000000,246,174,9,7,Storm,MEO,Scientific,Success,No Failure,215000000
4328,2012,3,2,France,Roscosmos,Long March 5,Guiana Space Centre,45850,338000000,672,256,11,1,Cloudy,LEO,Military,Success,No Failure,433000000
4329,2001,1,22,France,NASA,Ariane 6,Tanegashima Space Center,16090,404000000,664,90,11,6,Storm,MEO,Military,Success,No Failure,565000000
4330,2008,3,20,France,ISRO,H-IIA,Tanegashima Space Center,28383,438000000,152,141,0,0,Storm,Polar,Scientific,Success,No Failure,618000000
4331,2023,5,26,India,SpaceX,Falcon Heavy,Kennedy Space Center,22096,489000000,219,358,11,5,Rain,Sun-Synchronous,Military,Success,No Failure,554000000
4332,2007,2,16,Russia,ISRO,GSLV Mk III,Guiana Space Centre,2010,240000000,158,6,1,4,Rain,LEO,Military,Success,No Failure,357000000
4333,2006,9,7,China,SpaceX,Falcon Heavy,Kennedy Space Center,31263,420000000,425,230,3,3,Rain,Sun-Synchronous,Communication,Success,No Failure,533000000
4334,2003,2,16,Japan,SpaceX,Ariane 6,Jiuquan Satellite Launch Center,22787,113000000,175,340,11,2,Rain,MEO,Military,Success,No Failure,161000000
4335,2017,5,2,UAE,ISRO,Ariane 6,Satish Dhawan Space Centre,45006,118000000,796,315,11,2,Storm,MEO,Weather,Success,No Failure,264000000
4336,2002,6,20,France,JAXA,H-IIA,Tanegashima Space Center,14874,79000000,434,219,10,3,Clear,Polar,Communication,Success,No Failure,181000000
4337,2005,1,3,Japan,ESA,Ariane 6,Kennedy Space Center,25051,148000000,197,67,6,5,Clear,Sun-Synchronous,Navigation,Success,No Failure,205000000
4338,2011,10,7,Japan,ISRO,H-IIA,Jiuquan Satellite Launch Center,24436,151000000,732,152,13,7,Clear,Sun-Synchronous,Weather,Success,No Failure,321000000
4339,2011,2,11,USA,JAXA,Falcon Heavy,Jiuquan Satellite Launch Center,29152,412000000,50,271,7,1,Rain,MEO,Navigation,Success,No Failure,463000000
4340,2020,4,25,India,SpaceX,Ariane 6,Baikonur Cosmodrome,36774,320000000,601,226,13,3,Cloudy,GEO,Communication,Success,No Failure,421000000
4341,2007,9,5,China,JAXA,Long March 5,Tanegashima Space Center,4133,435000000,798,63,3,4,Clear,GEO,Weather,Success,No Failure,478000000
4342,2021,6,21,India,JAXA,GSLV Mk III,Jiuquan Satellite Launch Center,27482,88000000,56,306,2,2,Storm,Sun-Synchronous,Communication,Success,No Failure,270000000
4343,2021,2,18,USA,CNSA,Falcon 9,Satish Dhawan Space Centre,18345,33000000,212,352,9,4,Storm,Sun-Synchronous,Navigation,Success,No Failure,206000000
4344,2000,1,4,China,Roscosmos,H-IIA,Kennedy Space Center,22798,454000000,485,21,8,5,Rain,LEO,Scientific,Success,No Failure,495000000
4345,2003,12,11,China,Roscosmos,Ariane 6,Kennedy Space Center,6852,493000000,851,1,14,5,Storm,MEO,Military,Success,No Failure,584000000
4346,2020,8,21,Russia,NASA,Falcon Heavy,Baikonur Cosmodrome,35439,170000000,483,255,14,7,Storm,GEO,Scientific,Success,No Failure,333000000
4347,2010,1,11,India,Roscosmos,Falcon Heavy,Satish Dhawan Space Centre,46530,193000000,374,225,7,0,Clear,Polar,Scientific,Success,No Failure,282000000
4348,2002,2,10,India,ESA,Ariane 6,Jiuquan Satellite Launch Center,9094,489000000,206,126,12,6,Clear,LEO,Communication,Success,No Failure,659000000
4349,2012,2,11,Russia,SpaceX,Falcon Heavy,Baikonur Cosmodrome,8975,430000000,163,267,5,1,Storm,GEO,Communication,Success,No Failure,610000000
4350,2024,12,19,Japan,ISRO,Ariane 6,Jiuquan Satellite Launch Center,22999,364000000,161,202,8,3,Clear,MEO,Military,Success,No Failure,507000000
4351,2016,7,22,USA,ISRO,Starship,Jiuquan Satellite Launch Center,41700,311000000,504,108,7,6,Storm,MEO,Scientific,Success,No Failure,372000000
4352,2021,3,7,India,ESA,GSLV Mk III,Tanegashima Space Center,29338,215000000,818,358,6,3,Storm,MEO,Weather,Success,No Failure,284000000
4353,2021,6,25,Russia,Roscosmos,Ariane 6,Guiana Space Centre,30947,51000000,122,88,12,1,Clear,GEO,Communication,Success,No Failure,138000000
4354,2009,10,17,UAE,SpaceX,Falcon Heavy,Jiuquan Satellite Launch Center,37924,92000000,242,177,5,2,Rain,MEO,Scientific,Failure,Communication Failure,185000000
4355,2020,1,7,China,Roscosmos,Starship,Kennedy Space Center,10887,213000000,524,356,9,3,Clear,Polar,Navigation,Success,No Failure,349000000
4356,2011,7,2,France,JAXA,Falcon 9,Jiuquan Satellite Launch Center,42160,445000000,322,129,2,1,Rain,MEO,Communication,Success,No Failure,544000000
4357,2014,3,24,UAE,NASA,Falcon 9,Baikonur Cosmodrome,3170,69000000,785,321,11,3,Cloudy,LEO,Military,Success,No Failure,156000000
4358,2020,12,4,Russia,Roscosmos,H-IIA,Jiuquan Satellite Launch Center,4860,76000000,922,320,10,7,Storm,Polar,Scientific,Success,No Failure,189000000
4359,2009,5,21,France,NASA,Long March 5,Kennedy Space Center,35816,136000000,143,273,12,7,Cloudy,LEO,Communication,Success,No Failure,332000000
4360,2013,3,10,Japan,ISRO,Ariane 6,Kennedy Space Center,19210,211000000,768,139,5,2,Storm,LEO,Military,Failure,Software Bug,264000000
4361,2012,4,20,USA,SpaceX,Long March 5,Baikonur Cosmodrome,40314,449000000,731,125,3,6,Clear,Sun-Synchronous,Military,Success,No Failure,580000000
4362,2004,10,24,France,CNSA,Long March 5,Kennedy Space Center,35474,236000000,717,10,4,1,Cloudy,Sun-Synchronous,Navigation,Success,No Failure,397000000
4363,2005,4,21,Japan,JAXA,Starship,Satish Dhawan Space Centre,5679,130000000,805,66,6,7,Cloudy,MEO,Military,Success,No Failure,210000000
4364,2023,11,27,France,NASA,Falcon 9,Satish Dhawan Space Centre,16176,477000000,564,288,12,6,Storm,Polar,Communication,Success,No Failure,553000000
4365,2001,4,27,China,Roscosmos,Long March 5,Guiana Space Centre,25563,108000000,269,16,13,2,Storm,GEO,Communication,Success,No Failure,157000000
4366,2021,9,27,China,JAXA,Soyuz,Satish Dhawan Space Centre,5975,379000000,54,251,6,3,Rain,Sun-Synchronous,Weather,Success,No Failure,478000000
4367,2016,11,15,China,Roscosmos,Long March 5,Baikonur Cosmodrome,10181,329000000,243,282,11,1,Rain,Polar,Scientific,Success,No Failure,486000000
4368,2003,5,28,China,JAXA,Falcon 9,Jiuquan Satellite Launch Center,7465,328000000,103,360,8,0,Clear,Sun-Synchronous,Scientific,Success,No Failure,490000000
4369,2013,10,14,Russia,ISRO,H-IIA,Satish Dhawan Space Centre,34066,176000000,983,231,8,3,Cloudy,Polar,Navigation,Success,No Failure,345000000
4370,2009,11,19,China,ESA,Soyuz,Guiana Space Centre,28374,440000000,861,330,5,1,Cloudy,MEO,Scientific,Success,No Failure,520000000
4371,2002,9,24,UAE,JAXA,H-IIA,Tanegashima Space Center,36623,88000000,258,253,5,0,Rain,LEO,Military,Success,No Failure,149000000
4372,2024,8,5,China,CNSA,H-IIA,Tanegashima Space Center,20813,289000000,637,100,12,1,Clear,Sun-Synchronous,Communication,Success,No Failure,319000000
4373,2002,5,17,UAE,ESA,Starship,Baikonur Cosmodrome,45817,244000000,779,94,1,4,Cloudy,LEO,Military,Success,No Failure,302000000
4374,2014,9,10,Russia,Roscosmos,Ariane 6,Guiana Space Centre,1359,430000000,546,5,7,4,Storm,LEO,Scientific,Success,No Failure,462000000
4375,2005,11,9,China,ESA,Ariane 6,Satish Dhawan Space Centre,25439,24000000,679,7,2,1,Storm,GEO,Weather,Success,No Failure,45000000
4376,2016,11,5,Japan,JAXA,Soyuz,Guiana Space Centre,47602,262000000,504,65,0,6,Storm,GEO,Scientific,Success,No Failure,354000000
4377,2011,8,22,Japan,CNSA,Falcon 9,Kennedy Space Center,14818,137000000,841,219,3,1,Cloudy,MEO,Navigation,Success,No Failure,151000000
